id,confidence,band,topic,wd,imp,nov,pr,dp,chars,flags
00000007005,0.75,high,general / other,3,2,3,2,4,338,no_quant
00000007006,0.75,high,general / other,5,2,3,2,3,359,
00000007011,0.75,high,general / other,3,2,3,2,4,365,no_quant
00000007014,0.75,high,general / other,3,2,3,2,4,331,no_quant
00000007015,0.75,high,general / other,3,2,3,2,4,307,no_quant
00000007016,0.75,high,general / other,3,2,3,2,4,358,no_quant
00000007018,0.75,high,general / other,3,2,3,2,4,377,no_quant
00000007020,0.75,high,general / other,3,2,3,2,5,371,no_quant
00000007022,0.75,high,general / other,3,2,3,2,4,408,no_quant
00000007026,0.75,high,general / other,3,2,3,2,4,311,no_quant
00000007029,0.75,high,general / other,3,2,3,2,4,344,no_quant
00000007030,0.75,high,general / other,3,2,3,2,4,356,no_quant
00000007037,0.75,high,general / other,3,2,3,2,4,328,no_quant
00000007038,0.75,high,general / other,3,2,3,2,5,295,no_quant
00000007040,0.75,high,general / other,3,2,3,2,4,296,no_quant
00000007043,0.75,high,general / other,3,2,3,2,4,333,no_quant
00000007044,0.75,high,general / other,3,2,3,2,4,307,no_quant
00000007045,0.75,high,general / other,3,2,3,2,4,296,no_quant
00000007047,0.75,high,general / other,3,2,3,2,5,291,no_quant
00000007051,0.75,high,general / other,3,2,3,2,4,364,no_quant
00000007054,0.75,high,general / other,3,2,3,2,4,337,no_quant
00000007056,0.75,high,general / other,3,2,3,2,4,322,no_quant
00000007059,0.75,high,general / other,3,2,3,2,4,306,no_quant
00000007071,0.75,high,general / other,3,2,3,2,4,382,no_quant
00000007074,0.75,high,general / other,3,2,3,2,4,433,no_quant
00000007076,0.75,high,general / other,3,2,3,2,4,380,no_quant
00000007082,0.75,high,general / other,3,2,2,2,4,402,no_quant
00000007084,0.75,high,general / other,3,2,3,2,4,384,no_quant
00000007088,0.75,high,general / other,3,2,3,2,4,393,no_quant
00000007091,0.75,high,general / other,3,2,3,2,5,370,no_quant
00000007092,0.75,high,general / other,3,2,3,2,4,352,no_quant
00000007096,0.75,high,general / other,3,2,3,2,5,348,no_quant
00000007097,0.75,high,general / other,3,2,3,2,5,343,no_quant
00000007098,0.75,high,general / other,3,2,3,2,5,338,no_quant
00000007099,0.75,high,general / other,3,2,3,2,4,328,no_quant
00000007100,0.75,high,general / other,3,2,3,2,4,382,no_quant
00000007104,0.75,high,general / other,3,2,3,2,4,333,no_quant
00000007106,0.75,high,general / other,3,2,3,2,5,364,no_quant
00000007107,0.75,high,general / other,3,2,3,2,4,338,no_quant
00000007109,0.75,high,general / other,3,2,3,2,4,347,no_quant
00000007113,0.75,high,general / other,3,2,3,2,4,416,no_quant
00000007114,0.75,high,general / other,3,2,3,2,4,353,no_quant
00000007115,0.75,high,general / other,3,2,3,2,4,371,no_quant
00000007116,0.75,high,general / other,3,2,3,2,4,355,no_quant
00000007118,0.75,high,general / other,3,2,3,2,4,318,no_quant
00000007119,0.75,high,general / other,3,2,3,2,4,370,no_quant
00000007120,0.75,high,general / other,3,2,3,2,4,340,no_quant
00000007122,0.75,high,general / other,3,3,2,2,4,382,no_quant
00000007124,0.75,high,general / other,3,2,3,2,4,404,no_quant
00000007126,0.75,high,general / other,3,2,2,2,4,377,no_quant
00000007127,0.75,high,general / other,3,2,3,2,4,383,no_quant
00000007129,0.75,high,general / other,3,2,3,2,5,376,no_quant
00000007170,0.75,high,general / other,5,2,3,2,3,385,
00000007186,0.75,high,general / other,5,2,3,2,3,359,
00000007197,0.75,high,general / other,3,2,3,2,4,336,no_quant
00000007199,0.75,high,general / other,3,3,2,2,4,365,no_quant
00000007201,0.75,high,general / other,3,2,3,2,4,376,no_quant
00000007203,0.75,high,general / other,3,2,3,2,4,359,no_quant
00000007204,0.75,high,general / other,3,2,3,2,4,345,no_quant
00000007209,0.75,high,general / other,3,2,3,2,4,330,no_quant
00000007232,0.75,high,general / other,3,2,3,2,4,351,no_quant
00000007242,0.75,high,general / other,3,2,3,2,4,376,no_quant
00000007243,0.75,high,general / other,3,2,3,2,4,358,no_quant
00000007244,0.75,high,general / other,3,2,3,2,4,377,no_quant
00000007245,0.75,high,general / other,3,2,3,2,4,386,no_quant
00000007247,0.75,high,general / other,3,2,3,2,4,334,no_quant
00000007248,0.75,high,general / other,3,3,2,2,4,439,no_quant
00000007250,0.75,high,general / other,3,2,3,2,4,342,no_quant
00000007252,0.75,high,general / other,3,2,3,2,5,349,no_quant
00000007253,0.75,high,general / other,3,2,3,2,4,376,no_quant
00000007254,0.75,high,general / other,5,2,3,2,3,369,
00000007257,0.75,high,general / other,5,2,3,2,3,347,
00000007259,0.75,high,general / other,3,2,3,2,4,355,no_quant
00000007262,0.75,high,general / other,3,2,3,2,5,318,no_quant
00000007263,0.75,high,general / other,3,3,3,3,4,373,no_quant
00000007264,0.75,high,general / other,3,2,3,2,4,355,no_quant
00000007268,0.75,high,general / other,3,2,3,2,4,335,no_quant
00000007269,0.75,high,general / other,5,2,3,2,3,461,
00000007274,0.75,high,general / other,3,2,3,2,4,423,no_quant
00000007283,0.75,high,general / other,3,2,3,2,4,404,no_quant
00000007294,0.75,high,general / other,3,2,2,2,4,338,no_quant
00000007298,0.75,high,general / other,3,2,3,2,4,327,no_quant
00000007305,0.75,high,general / other,3,2,3,2,4,410,no_quant
00000007308,0.75,high,general / other,3,2,3,2,5,362,no_quant
00000007309,0.75,high,general / other,3,2,3,2,4,353,no_quant
00000007313,0.75,high,general / other,3,2,3,2,4,346,no_quant
00000007325,0.75,high,general / other,3,2,2,2,4,308,no_quant
00000007329,0.75,high,general / other,3,2,3,2,4,325,no_quant
00000007333,0.75,high,general / other,3,2,3,2,5,376,no_quant
00000007336,0.75,high,general / other,3,2,3,2,4,376,no_quant
00000007337,0.75,high,general / other,3,2,3,1,2,336,no_quant
00000007340,0.75,high,general / other,3,2,3,2,4,322,no_quant
00000007346,0.75,high,general / other,5,2,3,2,3,320,
00000007349,0.75,high,general / other,3,2,3,2,4,327,no_quant
00000007350,0.75,high,general / other,3,2,3,2,5,415,no_quant
00000007352,0.75,high,general / other,3,2,3,2,5,362,no_quant
00000007354,0.75,high,general / other,3,2,3,2,4,324,no_quant
00000007357,0.75,high,general / other,3,2,3,2,4,350,no_quant
00000007358,0.75,high,general / other,3,2,3,2,4,365,no_quant
00000007359,0.75,high,general / other,5,3,3,2,4,340,
00000007361,0.75,high,general / other,3,2,3,2,4,369,no_quant
00000007365,0.75,high,general / other,3,2,3,2,3,342,no_quant
00000007366,0.75,high,general / other,3,2,3,2,4,373,no_quant
00000007376,0.75,high,general / other,3,2,3,2,5,349,no_quant
00000007379,0.75,high,general / other,3,2,3,2,5,316,no_quant
00000007382,0.75,high,general / other,3,2,3,2,5,313,no_quant
00000007386,0.75,high,general / other,3,2,3,2,4,332,no_quant
00000007390,0.75,high,general / other,3,2,3,2,5,352,no_quant
00000007393,0.75,high,general / other,3,2,2,2,4,371,no_quant
00000007396,0.75,high,general / other,3,2,3,2,4,326,no_quant
00000007399,0.75,high,general / other,3,2,3,2,4,324,no_quant
00000007407,0.75,high,general / other,3,3,3,3,4,326,no_quant
00000007408,0.75,high,general / other,3,2,3,2,4,328,no_quant
00000007410,0.75,high,general / other,3,2,3,2,4,348,no_quant
00000007416,0.75,high,general / other,3,2,3,2,4,341,no_quant
00000007418,0.75,high,general / other,3,2,3,2,4,334,no_quant
00000007419,0.75,high,general / other,3,2,3,2,4,311,no_quant
00000007420,0.75,high,general / other,3,2,3,2,4,354,no_quant
00000007427,0.75,high,general / other,3,2,3,2,4,304,no_quant
00000007432,0.75,high,general / other,3,2,3,2,4,362,no_quant
00000007434,0.75,high,general / other,5,2,3,2,3,322,
00000007447,0.75,high,general / other,3,2,2,2,4,335,no_quant
00000007482,0.75,high,general / other,3,3,3,3,4,433,no_quant
00000007501,0.75,high,general / other,3,2,3,2,4,331,no_quant
00000007509,0.75,high,general / other,3,2,3,2,4,306,no_quant
00000007524,0.75,high,general / other,3,2,3,2,3,470,no_quant
00000007525,0.75,high,general / other,3,2,3,2,3,433,no_quant
00000007527,0.75,high,general / other,3,2,3,2,4,396,no_quant
00000007529,0.75,high,general / other,3,2,3,2,4,433,no_quant
00000007530,0.75,high,general / other,4,2,3,2,3,481,
00000007541,0.75,high,general / other,3,2,3,2,4,484,no_quant
00000007544,0.75,high,general / other,3,2,3,2,4,442,no_quant
00000007545,0.75,high,general / other,3,2,3,2,4,446,no_quant
00000007548,0.75,high,general / other,3,2,3,2,4,457,no_quant
00000007553,0.75,high,general / other,3,2,3,2,4,386,no_quant
00000007554,0.75,high,general / other,4,2,3,2,3,494,
00000007555,0.75,high,general / other,3,2,2,2,4,437,no_quant
00000007563,0.75,high,general / other,3,2,2,2,4,386,no_quant
00000007564,0.75,high,general / other,3,2,3,2,3,491,no_quant
00000007571,0.75,high,general / other,3,2,3,2,4,396,no_quant
00000007573,0.75,high,general / other,3,2,3,2,4,432,no_quant
00000007578,0.75,high,general / other,3,2,3,2,5,390,no_quant
00000007584,0.75,high,general / other,3,2,3,2,4,371,no_quant
00000007593,0.75,high,general / other,3,2,3,2,5,414,no_quant
00000007594,0.75,high,general / other,3,2,3,2,4,494,no_quant
00000007602,0.75,high,general / other,3,2,3,2,4,393,no_quant
00000007606,0.75,high,general / other,3,2,3,2,4,352,no_quant
00000007607,0.75,high,general / other,3,2,3,2,4,379,no_quant
00000007608,0.75,high,general / other,3,2,3,2,4,426,no_quant
00000007611,0.75,high,general / other,5,2,3,2,4,417,
00000007617,0.75,high,general / other,3,2,3,2,4,355,no_quant
00000007618,0.75,high,general / other,3,2,3,2,4,416,no_quant
00000007619,0.75,high,general / other,3,2,3,2,4,428,no_quant
00000007620,0.75,high,general / other,4,2,3,2,3,449,
00000007626,0.75,high,general / other,3,2,3,2,4,406,no_quant
00000007629,0.75,high,general / other,3,2,3,2,4,393,no_quant
00000007636,0.75,high,general / other,3,2,3,2,4,423,no_quant
00000007654,0.75,high,general / other,3,2,3,2,5,423,no_quant
00000007660,0.75,high,general / other,4,2,3,2,3,456,
00000007665,0.75,high,general / other,4,3,3,3,4,754,
00000007669,0.75,high,general / other,5,2,3,2,2,674,
00000007677,0.75,high,general / other,5,2,3,2,2,614,
00000007687,0.75,high,general / other,5,3,2,1,1,724,
00000007689,0.75,high,general / other,3,2,3,2,4,832,no_quant
00000007735,0.75,high,general / other,3,3,2,2,2,788,no_quant
00000007736,0.75,high,general / other,3,2,2,2,4,706,no_quant
00000007740,0.75,high,general / other,3,2,3,2,3,818,no_quant
00000007751,0.75,high,general / other,5,3,3,3,4,727,
00000007752,0.75,high,general / other,4,2,3,2,3,720,
00000007846,0.75,high,general / other,3,2,3,2,2,791,no_quant
00000007945,0.75,high,general / other,3,2,3,2,4,962,no_quant
00000007975,0.75,high,general / other,5,3,3,3,4,933,
00000008011,0.75,high,general / other,3,2,3,2,4,1058,no_quant
00000008030,0.75,high,general / other,5,2,3,2,3,923,
00000008040,0.75,high,general / other,3,2,3,2,3,961,no_quant
00000008090,0.75,high,general / other,3,2,2,2,2,944,no_quant
00000008096,0.75,high,general / other,3,2,2,2,3,938,no_quant
00000008149,0.75,high,general / other,5,3,2,3,5,887,
00000008150,0.75,high,general / other,3,2,3,2,4,858,no_quant
00000008151,0.75,high,general / other,3,2,3,2,2,888,no_quant
00000008156,0.75,high,general / other,3,3,2,2,3,1014,no_quant
00000008167,0.75,high,general / other,3,2,3,2,4,890,no_quant
00000008238,0.75,high,general / other,3,2,3,2,3,1063,no_quant
00000008244,0.75,high,general / other,4,3,2,1,1,1105,
00000008254,0.75,high,general / other,5,3,2,3,3,1006,
00000008273,0.75,high,general / other,3,2,3,2,3,1053,no_quant
00000008285,0.75,high,general / other,3,2,3,2,4,1044,no_quant
00000008297,0.75,high,general / other,3,2,3,2,4,937,no_quant
00000008310,0.75,high,general / other,3,2,3,2,4,834,no_quant
00000008322,0.75,high,general / other,5,3,2,2,2,923,
00000008325,0.75,high,general / other,3,2,3,2,4,991,no_quant
00000008339,0.75,high,general / other,3,3,2,2,3,1106,no_quant
00000008346,0.75,high,general / other,3,3,2,2,3,593,no_quant
00000008374,0.75,high,general / other,3,2,3,2,3,1004,no_quant
00000008507,0.75,high,general / other,5,3,3,3,5,485,
00000008508,0.75,high,general / other,3,2,3,2,4,499,no_quant
00000008511,0.75,high,general / other,3,2,3,2,4,560,no_quant
00000008517,0.75,high,general / other,5,2,3,2,3,447,
00000008531,0.75,high,general / other,5,2,3,2,3,638,
00000008541,0.75,high,general / other,3,2,3,1,1,416,no_quant
00000008542,0.75,high,general / other,3,2,3,2,4,417,no_quant
00000008553,0.75,high,general / other,3,2,3,2,4,310,no_quant
00000008558,0.75,high,general / other,3,2,3,2,3,464,no_quant
00000008559,0.75,high,general / other,3,2,3,2,4,470,no_quant
00000008560,0.75,high,general / other,3,2,3,2,3,499,no_quant
00000008570,0.75,high,general / other,5,2,3,2,2,684,
00000008593,0.75,high,general / other,3,2,3,2,4,485,no_quant
00000008597,0.75,high,general / other,3,2,3,2,4,459,no_quant
00000008608,0.75,high,general / other,5,2,3,2,3,390,
00000008615,0.75,high,general / other,3,2,3,2,3,437,no_quant
00000008617,0.75,high,general / other,3,2,3,1,2,375,no_quant
00000008620,0.75,high,general / other,3,2,3,2,3,401,no_quant
00000008622,0.75,high,general / other,3,2,3,2,2,407,no_quant
00000008623,0.75,high,general / other,3,2,3,2,3,379,no_quant
00000008625,0.75,high,general / other,3,2,3,2,5,436,no_quant
00000008627,0.75,high,general / other,3,2,3,2,4,345,no_quant
00000008638,0.75,high,general / other,3,2,3,2,4,411,no_quant
00000008645,0.75,high,general / other,5,3,3,3,5,329,
00000008646,0.75,high,general / other,2,2,3,2,4,369,no_quant
00000008647,0.75,high,general / other,3,2,3,2,4,380,no_quant
00000008670,0.75,high,general / other,3,2,3,1,2,670,no_quant
00000008685,0.75,high,general / other,3,2,3,2,4,441,no_quant
00000008691,0.75,high,general / other,3,2,3,2,4,481,no_quant
00000008697,0.75,high,general / other,5,3,2,2,2,590,
00000008709,0.75,high,general / other,3,2,3,2,4,396,no_quant
00000008724,0.75,high,general / other,3,2,2,2,2,882,no_quant
00000008730,0.75,high,general / other,3,2,3,2,4,565,no_quant
00000008731,0.75,high,general / other,3,2,3,2,4,716,no_quant
00000008733,0.75,high,general / other,3,2,3,2,3,557,no_quant
00000008734,0.75,high,general / other,3,2,3,2,4,646,no_quant
00000008738,0.75,high,general / other,3,2,3,2,5,614,no_quant
00000008748,0.75,high,general / other,5,3,2,2,3,553,
00000008751,0.75,high,general / other,3,2,3,2,3,424,no_quant
00000008775,0.75,high,general / other,3,2,3,2,5,610,no_quant
00000008784,0.75,high,general / other,3,2,3,1,2,413,no_quant
00000008804,0.75,high,general / other,3,2,2,2,4,611,no_quant
00000008812,0.75,high,general / other,3,2,3,2,5,353,no_quant
00000008822,0.75,high,general / other,4,3,3,3,3,943,
00000008824,0.75,high,general / other,3,2,3,2,5,439,no_quant
00000008825,0.75,high,general / other,3,2,3,2,4,402,no_quant
00000008826,0.75,high,general / other,3,2,3,2,4,368,no_quant
00000008829,0.75,high,general / other,3,2,3,2,4,571,no_quant
00000008832,0.75,high,general / other,3,2,3,2,5,432,no_quant
00000008834,0.75,high,general / other,3,2,3,2,5,418,no_quant
00000008836,0.75,high,general / other,3,2,3,2,5,351,no_quant
00000008838,0.75,high,general / other,3,2,3,2,5,395,no_quant
00000008848,0.75,high,general / other,5,2,3,1,2,378,
00000008864,0.75,high,general / other,5,2,3,2,4,360,
00000008873,0.75,high,general / other,3,2,3,2,4,341,no_quant
00000008876,0.75,high,general / other,4,2,3,2,2,640,
00000008882,0.75,high,general / other,3,2,3,2,5,356,no_quant
00000008885,0.75,high,general / other,3,2,3,2,4,624,no_quant
00000008888,0.75,high,general / other,5,3,3,3,4,920,
00000008897,0.75,high,general / other,3,2,3,2,4,311,no_quant
00000008914,0.75,high,general / other,3,2,3,2,4,335,no_quant
00000008920,0.75,high,general / other,3,2,3,2,5,415,no_quant
00000008943,0.75,high,general / other,3,2,3,2,4,342,no_quant
00000008951,0.75,high,general / other,3,2,3,2,4,395,no_quant
00000008958,0.75,high,general / other,3,2,3,2,4,417,no_quant
00000008964,0.75,high,general / other,3,2,3,2,3,333,no_quant
00000008966,0.75,high,general / other,3,2,3,2,4,328,no_quant
00000008967,0.75,high,general / other,3,2,3,2,4,359,no_quant
00000008969,0.75,high,general / other,5,2,3,2,4,360,
00000008970,0.75,high,general / other,3,2,3,2,4,335,no_quant
00000008973,0.75,high,general / other,3,2,3,2,3,325,no_quant
00000008974,0.75,high,general / other,3,2,3,2,4,370,no_quant
00000008977,0.75,high,general / other,3,2,3,2,4,368,no_quant
00000008984,0.75,high,general / other,3,3,2,2,4,364,no_quant
00000008985,0.75,high,general / other,3,2,3,2,4,345,no_quant
00000008986,0.75,high,general / other,3,2,3,2,4,384,no_quant
00000008988,0.75,high,general / other,3,2,3,2,4,373,no_quant
00000008990,0.75,high,general / other,3,2,3,2,4,421,no_quant
00000008991,0.75,high,general / other,3,2,3,2,4,394,no_quant
00000008992,0.75,high,general / other,3,2,3,2,4,410,no_quant
00000008993,0.75,high,general / other,3,2,3,2,4,372,no_quant
00000008994,0.75,high,general / other,3,2,3,2,4,401,no_quant
00000008997,0.75,high,general / other,3,2,3,2,4,354,no_quant
00000009001,0.75,high,general / other,3,2,3,2,4,395,no_quant
00000009003,0.75,high,general / other,3,2,3,2,4,420,no_quant
00000009005,0.75,high,general / other,3,2,3,2,4,402,no_quant
00000009006,0.75,high,general / other,3,2,3,2,4,397,no_quant
00000009007,0.75,high,general / other,3,2,3,2,4,404,no_quant
00000009010,0.75,high,general / other,3,2,3,2,4,446,no_quant
00000009020,0.75,high,general / other,3,2,3,2,3,358,no_quant
00000009037,0.75,high,general / other,3,2,3,2,4,349,no_quant
00000009060,0.75,high,general / other,5,2,3,2,2,434,
00000009067,0.75,high,general / other,3,2,3,2,4,365,no_quant
00000009072,0.75,high,general / other,3,2,3,2,5,308,no_quant
00000009074,0.75,high,general / other,3,2,3,2,4,353,no_quant
00000009075,0.75,high,general / other,3,2,3,1,2,334,no_quant
00000009076,0.75,high,general / other,3,2,3,2,4,347,no_quant
00000009078,0.75,high,general / other,3,2,3,2,4,331,no_quant
00000009080,0.75,high,general / other,3,2,3,2,4,334,no_quant
00000009081,0.75,high,general / other,3,2,3,2,4,310,no_quant
00000009082,0.75,high,general / other,3,2,3,2,4,303,no_quant
00000009083,0.75,high,general / other,3,2,3,2,4,300,no_quant
00000009084,0.75,high,general / other,3,2,3,2,5,321,no_quant
00000009086,0.75,high,general / other,3,2,3,2,4,318,no_quant
00000009087,0.75,high,general / other,3,2,3,2,4,345,no_quant
00000009088,0.75,high,general / other,3,2,3,2,4,340,no_quant
00000009089,0.75,high,general / other,3,2,3,2,4,297,no_quant
00000009090,0.75,high,general / other,3,2,3,2,4,361,no_quant
00000009092,0.75,high,general / other,3,2,2,2,4,357,no_quant
00000009094,0.75,high,general / other,3,2,3,2,4,324,no_quant
00000009095,0.75,high,general / other,3,2,3,2,3,364,no_quant
00000009096,0.75,high,general / other,3,2,3,2,4,355,no_quant
00000009097,0.75,high,general / other,3,2,3,2,4,303,no_quant
00000009098,0.75,high,general / other,5,2,3,2,4,338,
00000009099,0.75,high,general / other,3,2,3,2,4,325,no_quant
00000009100,0.75,high,general / other,5,2,3,2,3,326,
00000009103,0.75,high,general / other,5,2,3,2,4,321,
00000009104,0.75,high,general / other,3,2,3,2,5,324,no_quant
00000009112,0.75,high,general / other,3,2,3,2,4,393,no_quant
00000009117,0.75,high,general / other,3,2,3,2,4,266,no_quant
00000009118,0.75,high,general / other,2,2,2,2,5,285,no_quant
00000009119,0.75,high,general / other,3,3,3,2,2,387,no_quant
00000009121,0.75,high,general / other,3,2,3,2,5,401,no_quant
00000009127,0.75,high,general / other,3,2,3,2,4,412,no_quant
00000009129,0.75,high,general / other,3,2,3,2,5,489,no_quant
00000009140,0.75,high,general / other,3,2,3,2,4,360,no_quant
00000009146,0.75,high,general / other,3,2,3,2,4,322,no_quant
00000009149,0.75,high,general / other,3,2,3,2,4,299,no_quant
00000009154,0.75,high,general / other,3,2,3,2,4,300,no_quant
00000009157,0.75,high,general / other,3,2,3,2,4,332,no_quant
00000009161,0.75,high,general / other,3,2,3,2,4,391,no_quant
00000009163,0.75,high,general / other,3,2,3,2,4,420,no_quant
00000009165,0.75,high,general / other,3,2,3,2,5,351,no_quant
00000009169,0.75,high,general / other,3,2,3,2,4,346,no_quant
00000009171,0.75,high,general / other,3,2,3,2,4,331,no_quant
00000009172,0.75,high,general / other,3,2,3,2,4,342,no_quant
00000009173,0.75,high,general / other,3,2,3,1,2,319,no_quant
00000009176,0.75,high,general / other,3,2,3,2,4,334,no_quant
00000009177,0.75,high,general / other,3,2,3,2,4,392,no_quant
00000009178,0.75,high,general / other,5,2,3,2,3,468,
00000009184,0.75,high,general / other,3,2,3,2,4,332,no_quant
00000009185,0.75,high,general / other,3,2,3,2,4,313,no_quant
00000009186,0.75,high,general / other,3,2,2,2,4,342,no_quant
00000009190,0.75,high,general / other,3,2,3,2,4,337,no_quant
00000009192,0.75,high,general / other,3,2,3,2,5,396,no_quant
00000009201,0.75,high,general / other,3,2,3,2,4,354,no_quant
00000009203,0.75,high,general / other,3,2,3,2,5,372,no_quant
00000009204,0.75,high,general / other,3,2,3,2,4,372,no_quant
00000009207,0.75,high,general / other,3,2,3,2,4,373,no_quant
00000009208,0.75,high,general / other,3,2,3,2,4,352,no_quant
00000009210,0.75,high,general / other,3,2,3,2,4,396,no_quant
00000009214,0.75,high,general / other,3,2,3,2,4,364,no_quant
00000009218,0.75,high,general / other,3,2,3,2,4,405,no_quant
00000009222,0.75,high,general / other,5,2,3,2,3,302,
00000009223,0.75,high,general / other,3,2,3,2,4,311,no_quant
00000009224,0.75,high,general / other,3,2,3,2,4,334,no_quant
00000009226,0.75,high,general / other,3,2,3,2,4,363,no_quant
00000009227,0.75,high,general / other,3,2,3,2,4,346,no_quant
00000009228,0.75,high,general / other,3,2,3,2,4,335,no_quant
00000009233,0.75,high,general / other,3,2,3,2,4,370,no_quant
00000009241,0.75,high,general / other,3,2,3,2,4,319,no_quant
00000009243,0.75,high,general / other,3,2,2,2,4,359,no_quant
00000009244,0.75,high,general / other,3,2,3,2,4,353,no_quant
00000009253,0.75,high,general / other,3,2,3,2,4,373,no_quant
00000009254,0.75,high,general / other,3,2,3,2,4,393,no_quant
00000009259,0.75,high,general / other,3,2,3,2,5,401,no_quant
00000009260,0.75,high,general / other,3,2,3,2,5,338,no_quant
00000009261,0.75,high,general / other,3,2,3,2,5,333,no_quant
00000009265,0.75,high,general / other,3,2,3,2,4,361,no_quant
00000009270,0.75,high,general / other,3,2,2,2,4,363,no_quant
00000009271,0.75,high,general / other,3,2,3,2,5,347,no_quant
00000009272,0.75,high,general / other,3,2,3,2,4,326,no_quant
00000009274,0.75,high,general / other,3,2,3,2,4,377,no_quant
00000009290,0.75,high,general / other,3,2,3,2,4,315,no_quant
00000009292,0.75,high,general / other,3,2,3,2,5,340,no_quant
00000009294,0.75,high,general / other,3,2,3,2,5,333,no_quant
00000009298,0.75,high,general / other,3,2,3,2,4,319,no_quant
00000009299,0.75,high,general / other,3,2,3,2,4,341,no_quant
00000009301,0.75,high,general / other,3,2,3,2,5,379,no_quant
00000009304,0.75,high,general / other,3,2,3,2,5,337,no_quant
00000009307,0.75,high,general / other,3,2,3,2,4,326,no_quant
00000009309,0.75,high,general / other,3,2,3,2,5,366,no_quant
00000009315,0.75,high,general / other,3,2,2,2,4,394,no_quant
00000009317,0.75,high,general / other,3,2,3,2,5,367,no_quant
00000009319,0.75,high,general / other,3,2,2,2,4,345,no_quant
00000009321,0.75,high,general / other,3,2,3,2,4,337,no_quant
00000009330,0.75,high,general / other,3,2,3,2,4,378,no_quant
00000009335,0.75,high,general / other,3,2,2,2,4,322,no_quant
00000009338,0.75,high,general / other,3,2,3,2,4,313,no_quant
00000009343,0.75,high,general / other,3,2,3,2,4,383,no_quant
00000009346,0.75,high,general / other,3,2,3,2,4,320,no_quant
00000009350,0.75,high,general / other,3,2,3,2,4,391,no_quant
00000009354,0.75,high,general / other,3,2,3,2,4,395,no_quant
00000009355,0.75,high,general / other,3,2,3,2,4,357,no_quant
00000009357,0.75,high,general / other,3,2,3,2,4,362,no_quant
00000009365,0.75,high,general / other,3,2,3,2,4,348,no_quant
00000009374,0.75,high,general / other,3,2,3,2,4,340,no_quant
00000009375,0.75,high,general / other,3,2,3,2,4,390,no_quant
00000009383,0.75,high,general / other,3,2,3,2,4,335,no_quant
00000009388,0.75,high,general / other,3,2,3,2,4,371,no_quant
00000009390,0.75,high,general / other,3,2,3,2,4,340,no_quant
00000009391,0.75,high,general / other,3,2,3,2,5,361,no_quant
00000009395,0.75,high,general / other,3,2,3,2,4,383,no_quant
00000009397,0.75,high,general / other,3,2,3,2,4,357,no_quant
00000009402,0.75,high,general / other,3,2,3,2,4,358,no_quant
00000009405,0.75,high,general / other,3,2,3,2,4,356,no_quant
00000009406,0.75,high,general / other,3,2,2,2,4,419,no_quant
00000009408,0.75,high,general / other,3,2,3,2,4,326,no_quant
00000009409,0.75,high,general / other,3,2,3,2,4,440,no_quant
00000009412,0.75,high,general / other,3,2,3,2,4,382,no_quant
00000009414,0.75,high,general / other,3,2,3,2,5,348,no_quant
00000009416,0.75,high,general / other,3,2,3,2,4,332,no_quant
00000009417,0.75,high,general / other,3,2,3,2,3,332,no_quant
00000009419,0.75,high,general / other,3,2,3,2,4,373,no_quant
00000009424,0.75,high,general / other,3,2,3,2,4,335,no_quant
00000009425,0.75,high,general / other,3,2,3,2,4,348,no_quant
00000009428,0.75,high,general / other,3,2,3,2,4,343,no_quant
00000009436,0.75,high,general / other,3,2,3,2,4,335,no_quant
00000009438,0.75,high,general / other,3,2,3,2,4,314,no_quant
00000009441,0.75,high,general / other,3,3,3,3,5,367,no_quant
00000009445,0.75,high,general / other,3,2,3,2,5,350,no_quant
00000009446,0.75,high,general / other,3,2,3,2,4,317,no_quant
00000009449,0.75,high,general / other,3,2,3,2,4,324,no_quant
00000009452,0.75,high,general / other,3,2,2,2,4,369,no_quant
00000009456,0.75,high,general / other,3,2,3,2,4,319,no_quant
00000009460,0.75,high,general / other,3,2,3,2,5,336,no_quant
00000009465,0.75,high,general / other,3,2,3,2,4,357,no_quant
00000009472,0.75,high,general / other,3,2,3,2,4,392,no_quant
00000009474,0.75,high,general / other,3,2,3,2,4,367,no_quant
00000009477,0.75,high,general / other,3,2,3,2,4,366,no_quant
00000009482,0.75,high,general / other,3,2,3,2,4,416,no_quant
00000009483,0.75,high,general / other,3,2,3,2,4,332,no_quant
00000009486,0.75,high,general / other,3,2,3,2,4,354,no_quant
00000009487,0.75,high,general / other,3,2,3,2,4,335,no_quant
00000009495,0.75,high,general / other,3,2,3,2,5,347,no_quant
00000009496,0.75,high,general / other,3,2,3,2,4,363,no_quant
00000009497,0.75,high,general / other,3,2,3,2,5,387,no_quant
00000009499,0.75,high,general / other,3,2,3,2,5,355,no_quant
00000009504,0.75,high,general / other,3,2,3,2,5,357,no_quant
00000009510,0.75,high,general / other,3,2,3,2,5,370,no_quant
00000009523,0.75,high,general / other,5,2,3,2,3,854,
00000009525,0.75,high,general / other,3,2,3,2,3,771,no_quant
00000009527,0.75,high,general / other,4,3,3,3,4,839,
00000009560,0.75,high,general / other,4,3,3,3,4,727,
00000009583,0.75,high,general / other,5,2,3,2,4,674,
00000009613,0.75,high,general / other,3,2,2,2,3,718,no_quant
00000009628,0.75,high,general / other,5,2,3,2,3,652,
00000009632,0.75,high,general / other,5,3,3,3,5,671,
