id,well_definedness_level,importance,novelty,proof_difficulty,disproof_difficulty,proven,disproven,first_submission_time,completed_by_ai
00000001589,,,,,,false,false,,false
00000001590,,,,,,false,false,,false
00000001591,,,,,,false,false,,false
00000001592,,,,,,false,false,,false
00000001593,,,,,,false,false,,false
00000001594,,,,,,false,false,,false
00000001595,,,,,,false,false,,false
00000001596,,,,,,false,false,,false
00000001597,,,,,,false,false,,false
00000001598,,,,,,false,false,,false
00000001599,,,,,,false,false,,false
00000001600,,,,,,false,false,,false
00000001601,,,,,,false,false,,false
00000001602,,,,,,false,false,,false
00000001603,,,,,,false,false,,false
00000001604,,,,,,false,false,,false
00000001605,,,,,,false,false,,false
00000001606,,,,,,false,false,,false
00000001607,,,,,,false,false,,false
00000001608,,,,,,false,false,,false
00000001609,,,,,,false,false,,false
00000001610,,,,,,false,false,,false
00000001611,,,,,,false,false,,false
00000001612,,,,,,false,false,,false
00000001613,,,,,,false,false,,false
00000001614,,,,,,false,false,,false
00000001615,,,,,,false,false,,false
00000001616,,,,,,false,false,,false
00000001617,,,,,,false,false,,false
00000001618,,,,,,false,false,,false
00000001619,,,,,,false,false,,false
00000001620,,,,,,false,false,,false
00000001621,,,,,,false,false,,false
00000001622,,,,,,false,false,,false
00000001623,,,,,,false,false,,false
00000001624,,,,,,false,false,,false
00000001625,,,,,,false,false,,false
00000001626,,,,,,false,false,,false
00000001627,,,,,,false,false,,false
00000001628,,,,,,false,false,,false
00000001629,,,,,,false,false,,false
00000001630,,,,,,false,false,,false
00000001631,,,,,,false,false,,false
00000001632,,,,,,false,false,,false
00000001633,,,,,,false,false,,false
00000001634,,,,,,false,false,,false
00000001635,,,,,,false,false,,false
00000001636,,,,,,false,false,,false
00000001637,,,,,,false,false,,false
00000001638,,,,,,false,false,,false
00000001639,,,,,,false,false,,false
00000001640,,,,,,false,false,,false
00000001641,,,,,,false,false,,false
00000001642,,,,,,false,false,,false
00000001643,,,,,,false,false,,false
00000001644,,,,,,false,false,,false
00000001645,,,,,,false,false,,false
00000001646,,,,,,false,false,,false
00000001647,,,,,,false,false,,false
00000001648,,,,,,false,false,,false
00000001649,,,,,,false,false,,false
00000001650,,,,,,false,false,,false
00000001651,,,,,,false,false,,false
00000001652,,,,,,false,false,,false
00000001653,,,,,,false,false,,false
00000001654,,,,,,false,false,,false
00000001655,,,,,,false,false,,false
00000001656,,,,,,false,false,,false
00000001657,,,,,,false,false,,false
00000001658,,,,,,false,false,,false
00000001659,,,,,,false,false,,false
00000001660,,,,,,false,false,,false
00000001661,,,,,,false,false,,false
00000001662,,,,,,false,false,,false
00000001663,,,,,,false,false,,false
00000001664,,,,,,false,false,,false
00000001665,,,,,,false,false,,false
00000001666,,,,,,false,false,,false
00000001667,,,,,,false,false,,false
00000001668,,,,,,false,false,,false
00000001669,,,,,,false,false,,false
00000001670,,,,,,false,false,,false
00000001671,,,,,,false,false,,false
00000001672,,,,,,false,false,,false
00000001673,,,,,,false,false,,false
00000001674,,,,,,false,false,,false
00000001675,,,,,,false,false,,false
00000001676,,,,,,false,false,,false
00000001677,,,,,,false,false,,false
00000001678,,,,,,false,false,,false
00000001679,,,,,,false,false,,false
00000001680,,,,,,false,false,,false
00000001681,,,,,,false,false,,false
00000001682,,,,,,false,false,,false
00000001683,,,,,,false,false,,false
00000001684,,,,,,false,false,,false
00000001685,,,,,,false,false,,false
00000001686,,,,,,false,false,,false
00000001687,,,,,,false,false,,false
00000001688,,,,,,false,false,,false
00000001689,,,,,,false,false,,false
00000001690,,,,,,false,false,,false
00000001691,,,,,,false,false,,false
00000001692,,,,,,false,false,,false
00000001693,,,,,,false,false,,false
00000001694,,,,,,false,false,,false
00000001695,,,,,,false,false,,false
00000001696,,,,,,false,false,,false
00000001697,,,,,,false,false,,false
00000001698,,,,,,false,false,,false
00000001699,,,,,,false,false,,false
00000001700,,,,,,false,false,,false
00000001701,,,,,,false,false,,false
00000001702,,,,,,false,false,,false
00000001703,,,,,,false,false,,false
00000001704,,,,,,false,false,,false
00000001705,,,,,,false,false,,false
00000001706,,,,,,false,false,,false
00000001707,,,,,,false,false,,false
00000001708,,,,,,false,false,,false
00000001709,,,,,,false,false,,false
00000001710,,,,,,false,false,,false
00000001711,,,,,,false,false,,false
00000001712,,,,,,false,false,,false
00000001713,,,,,,false,false,,false
00000001714,,,,,,false,false,,false
00000001715,,,,,,false,false,,false
00000001716,,,,,,false,false,,false
00000001717,,,,,,false,false,,false
00000001718,,,,,,false,false,,false
00000001719,,,,,,false,false,,false
00000001720,,,,,,false,false,,false
00000001721,,,,,,false,false,,false
00000001722,,,,,,false,false,,false
00000001723,,,,,,false,false,,false
00000001724,,,,,,false,false,,false
00000001725,,,,,,false,false,,false
00000001726,,,,,,false,false,,false
00000001727,,,,,,false,false,,false
00000001728,,,,,,false,false,,false
00000001729,,,,,,false,false,,false
00000001730,,,,,,false,false,,false
00000001731,,,,,,false,false,,false
00000001732,,,,,,false,false,,false
00000001733,,,,,,false,false,,false
00000001734,,,,,,false,false,,false
00000001735,,,,,,false,false,,false
00000001736,,,,,,false,false,,false
00000001737,,,,,,false,false,,false
00000001738,,,,,,false,false,,false
00000001739,,,,,,false,false,,false
00000001740,,,,,,false,false,,false
00000001741,,,,,,false,false,,false
00000001742,,,,,,false,false,,false
00000001743,,,,,,false,false,,false
00000001744,,,,,,false,false,,false
00000001745,,,,,,false,false,,false
00000001746,,,,,,false,false,,false
00000001747,,,,,,false,false,,false
00000001748,,,,,,false,false,,false
00000001749,,,,,,false,false,,false
00000001750,,,,,,false,false,,false
00000001751,,,,,,false,false,,false
00000001752,,,,,,false,false,,false
00000001753,,,,,,false,false,,false
00000001754,,,,,,false,false,,false
00000001755,,,,,,false,false,,false
00000001756,,,,,,false,false,,false
00000001757,,,,,,false,false,,false
00000001758,,,,,,false,false,,false
00000001759,,,,,,false,false,,false
00000001760,,,,,,false,false,,false
00000001761,,,,,,false,false,,false
00000001762,,,,,,false,false,,false
00000001763,,,,,,false,false,,false
00000001764,,,,,,false,false,,false
00000001765,,,,,,false,false,,false
00000001766,,,,,,false,false,,false
00000001767,,,,,,false,false,,false
00000001768,,,,,,false,false,,false
00000001769,,,,,,false,false,,false
00000001770,,,,,,false,false,,false
00000001771,,,,,,false,false,,false
00000001772,,,,,,false,false,,false
00000001773,,,,,,false,false,,false
00000001774,,,,,,false,false,,false
00000001775,,,,,,false,false,,false
00000001776,,,,,,false,false,,false
00000001777,,,,,,false,false,,false
00000001778,,,,,,false,false,,false
00000001779,,,,,,false,false,,false
00000001780,,,,,,false,false,,false
00000001781,,,,,,false,false,,false
00000001782,,,,,,false,false,,false
00000001783,,,,,,false,false,,false
00000001784,,,,,,false,false,,false
00000001785,,,,,,false,false,,false
00000001786,,,,,,false,false,,false
00000001787,,,,,,false,false,,false
00000001788,,,,,,false,false,,false
00000001789,,,,,,false,false,,false
00000001790,,,,,,false,false,,false
00000001791,,,,,,false,false,,false
00000001792,,,,,,false,false,,false
00000001793,,,,,,false,false,,false
00000001794,,,,,,false,false,,false
00000001795,,,,,,false,false,,false
00000001796,,,,,,false,false,,false
00000001797,,,,,,false,false,,false
00000001798,,,,,,false,false,,false
00000001799,,,,,,false,false,,false
00000001800,,,,,,false,false,,false
00000001801,,,,,,false,false,,false
00000001802,,,,,,false,false,,false
00000001803,,,,,,false,false,,false
00000001804,,,,,,false,false,,false
00000001805,,,,,,false,false,,false
00000001806,,,,,,false,false,,false
00000001807,,,,,,false,false,,false
00000001808,,,,,,false,false,,false
00000001809,,,,,,false,false,,false
00000001810,,,,,,false,false,,false
00000001811,,,,,,false,false,,false
00000001812,,,,,,false,false,,false
00000001813,,,,,,false,false,,false
00000001814,,,,,,false,false,,false
00000001815,,,,,,false,false,,false
00000001816,,,,,,false,false,,false
00000001817,,,,,,false,false,,false
00000001818,,,,,,false,false,,false
00000001819,,,,,,false,false,,false
00000001820,,,,,,false,false,,false
00000001821,,,,,,false,false,,false
00000001822,,,,,,false,false,,false
00000001823,,,,,,false,false,,false
00000001824,,,,,,false,false,,false
00000001825,,,,,,false,false,,false
00000001826,,,,,,false,false,,false
00000001827,,,,,,false,false,,false
00000001828,,,,,,false,false,,false
00000001829,,,,,,false,false,,false
00000001830,,,,,,false,false,,false
00000001831,,,,,,false,false,,false
00000001832,,,,,,false,false,,false
00000001833,,,,,,false,false,,false
00000001834,,,,,,false,false,,false
00000001835,,,,,,false,false,,false
00000001836,,,,,,false,false,,false
00000001837,,,,,,false,false,,false
00000001838,,,,,,false,false,,false
00000001839,,,,,,false,false,,false
00000001840,,,,,,false,false,,false
00000001841,,,,,,false,false,,false
00000001842,,,,,,false,false,,false
00000001843,,,,,,false,false,,false
00000001844,,,,,,false,false,,false
00000001845,,,,,,false,false,,false
00000001846,,,,,,false,false,,false
00000001847,,,,,,false,false,,false
00000001848,,,,,,false,false,,false
00000001849,,,,,,false,false,,false
00000001850,,,,,,false,false,,false
00000001851,,,,,,false,false,,false
00000001852,,,,,,false,false,,false
00000001853,,,,,,false,false,,false
00000001854,,,,,,false,false,,false
00000001855,,,,,,false,false,,false
00000001856,,,,,,false,false,,false
00000001857,,,,,,false,false,,false
00000001858,,,,,,false,false,,false
00000001859,,,,,,false,false,,false
00000001860,,,,,,false,false,,false
00000001861,,,,,,false,false,,false
00000001862,,,,,,false,false,,false
00000001863,,,,,,false,false,,false
00000001864,,,,,,false,false,,false
00000001865,,,,,,false,false,,false
00000001866,,,,,,false,false,,false
00000001867,,,,,,false,false,,false
00000001868,,,,,,false,false,,false
00000001869,,,,,,false,false,,false
00000001870,,,,,,false,false,,false
00000001871,,,,,,false,false,,false
00000001872,,,,,,false,false,,false
00000001873,,,,,,false,false,,false
00000001874,,,,,,false,false,,false
00000001875,,,,,,false,false,,false
00000001876,,,,,,false,false,,false
00000001877,,,,,,false,false,,false
00000001878,,,,,,false,false,,false
00000001879,,,,,,false,false,,false
00000001880,,,,,,false,false,,false
00000001881,,,,,,false,false,,false
00000001882,,,,,,false,false,,false
00000001883,,,,,,false,false,,false
00000001884,,,,,,false,false,,false
00000001885,,,,,,false,false,,false
00000001886,,,,,,false,false,,false
00000001887,,,,,,false,false,,false
00000001888,,,,,,false,false,,false
00000001889,,,,,,false,false,,false
00000001890,,,,,,false,false,,false
00000001891,,,,,,false,false,,false
00000001892,,,,,,false,false,,false
00000001893,,,,,,false,false,,false
00000001894,,,,,,false,false,,false
00000001895,,,,,,false,false,,false
00000001896,,,,,,false,false,,false
00000001897,,,,,,false,false,,false
00000001898,,,,,,false,false,,false
00000001899,,,,,,false,false,,false
00000001900,,,,,,false,false,,false
00000001901,,,,,,false,false,,false
00000001902,,,,,,false,false,,false
00000001903,,,,,,false,false,,false
00000001904,,,,,,false,false,,false
00000001905,,,,,,false,false,,false
00000001906,,,,,,false,false,,false
00000001907,,,,,,false,false,,false
00000001908,,,,,,false,false,,false
00000001909,,,,,,false,false,,false
00000001910,,,,,,false,false,,false
00000001911,,,,,,false,false,,false
00000001912,,,,,,false,false,,false
00000001913,,,,,,false,false,,false
00000001914,,,,,,false,false,,false
00000001915,,,,,,false,false,,false
00000001916,,,,,,false,false,,false
00000001917,,,,,,false,false,,false
00000001918,,,,,,false,false,,false
00000001919,,,,,,false,false,,false
00000001920,,,,,,false,false,,false
00000001921,,,,,,false,false,,false
00000001922,,,,,,false,false,,false
00000001923,,,,,,false,false,,false
00000001924,,,,,,false,false,,false
00000001925,,,,,,false,false,,false
00000001926,,,,,,false,false,,false
00000001927,,,,,,false,false,,false
00000001928,,,,,,false,false,,false
00000001929,,,,,,false,false,,false
00000001930,,,,,,false,false,,false
00000001931,,,,,,false,false,,false
00000001932,,,,,,false,false,,false
00000001933,,,,,,false,false,,false
00000001934,,,,,,false,false,,false
00000001935,,,,,,false,false,,false
00000001936,,,,,,false,false,,false
00000001937,,,,,,false,false,,false
00000001938,,,,,,false,false,,false
00000001939,,,,,,false,false,,false
00000001940,,,,,,false,false,,false
00000001941,,,,,,false,false,,false
00000001942,,,,,,false,false,,false
00000001943,,,,,,false,false,,false
00000001944,,,,,,false,false,,false
00000001945,,,,,,false,false,,false
00000001946,,,,,,false,false,,false
00000001947,,,,,,false,false,,false
00000001948,,,,,,false,false,,false
00000001949,,,,,,false,false,,false
00000001950,,,,,,false,false,,false
00000001951,,,,,,false,false,,false
00000001952,,,,,,false,false,,false
00000001953,,,,,,false,false,,false
00000001954,,,,,,false,false,,false
00000001955,,,,,,false,false,,false
00000001956,,,,,,false,false,,false
00000001957,,,,,,false,false,,false
00000001958,,,,,,false,false,,false
00000001959,,,,,,false,false,,false
00000001960,,,,,,false,false,,false
00000001961,,,,,,false,false,,false
00000001962,,,,,,false,false,,false
00000001963,,,,,,false,false,,false
00000001964,,,,,,false,false,,false
00000001965,,,,,,false,false,,false
00000001966,,,,,,false,false,,false
00000001967,,,,,,false,false,,false
00000001968,,,,,,false,false,,false
00000001969,,,,,,false,false,,false
00000001970,,,,,,false,false,,false
00000001971,,,,,,false,false,,false
00000001972,,,,,,false,false,,false
00000001973,,,,,,false,false,,false
00000001974,,,,,,false,false,,false
00000001975,,,,,,false,false,,false
00000001976,,,,,,false,false,,false
00000001977,,,,,,false,false,,false
00000001978,,,,,,false,false,,false
00000001979,,,,,,false,false,,false
00000001980,,,,,,false,false,,false
00000001981,,,,,,false,false,,false
00000001982,,,,,,false,false,,false
00000001983,,,,,,false,false,,false
00000001984,,,,,,false,false,,false
00000001985,,,,,,false,false,,false
00000001986,,,,,,false,false,,false
00000001987,,,,,,false,false,,false
00000001988,,,,,,false,false,,false
00000001989,,,,,,false,false,,false
00000001990,,,,,,false,false,,false
00000001991,,,,,,false,false,,false
00000001992,,,,,,false,false,,false
00000001993,,,,,,false,false,,false
00000001994,,,,,,false,false,,false
00000001995,,,,,,false,false,,false
00000001996,,,,,,false,false,,false
00000001997,,,,,,false,false,,false
00000001998,,,,,,false,false,,false
00000001999,,,,,,false,false,,false
00000002000,,,,,,false,false,,false
00000002001,,,,,,false,false,,false
00000002002,,,,,,false,false,,false
00000002003,,,,,,false,false,,false
00000002004,,,,,,false,false,,false
00000002005,,,,,,false,false,,false
00000002006,,,,,,false,false,,false
00000002007,,,,,,false,false,,false
00000002008,,,,,,false,false,,false
00000002009,,,,,,false,false,,false
00000002010,,,,,,false,false,,false
00000002011,,,,,,false,false,,false
00000002012,,,,,,false,false,,false
00000002013,,,,,,false,false,,false
00000002014,,,,,,false,false,,false
00000002015,,,,,,false,false,,false
00000002016,,,,,,false,false,,false
00000002017,,,,,,false,false,,false
00000002018,,,,,,false,false,,false
00000002019,,,,,,false,false,,false
00000002020,,,,,,false,false,,false
00000002021,,,,,,false,false,,false
00000002022,,,,,,false,false,,false
00000002023,,,,,,false,false,,false
00000002024,,,,,,false,false,,false
00000002025,,,,,,false,false,,false
00000002026,,,,,,false,false,,false
00000002027,,,,,,false,false,,false
00000002028,,,,,,false,false,,false
00000002029,,,,,,false,false,,false
00000002030,,,,,,false,false,,false
00000002031,,,,,,false,false,,false
00000002032,,,,,,false,false,,false
00000002033,,,,,,false,false,,false
00000002034,,,,,,false,false,,false
00000002035,,,,,,false,false,,false
00000002036,,,,,,false,false,,false
00000002037,,,,,,false,false,,false
00000002038,,,,,,false,false,,false
00000002039,,,,,,false,false,,false
00000002040,,,,,,false,false,,false
00000002041,,,,,,false,false,,false
00000002042,,,,,,false,false,,false
00000002043,,,,,,false,false,,false
00000002044,,,,,,false,false,,false
00000002045,,,,,,false,false,,false
00000002046,,,,,,false,false,,false
00000002047,,,,,,false,false,,false
00000002048,,,,,,false,false,,false
00000002049,,,,,,false,false,,false
00000002050,,,,,,false,false,,false
00000002051,,,,,,false,false,,false
00000002052,,,,,,false,false,,false
00000002053,,,,,,false,false,,false
00000002054,,,,,,false,false,,false
00000002055,,,,,,false,false,,false
00000002056,,,,,,false,false,,false
00000002057,,,,,,false,false,,false
00000002058,,,,,,false,false,,false
00000002059,,,,,,false,false,,false
00000002060,,,,,,false,false,,false
00000002061,,,,,,false,false,,false
00000002062,,,,,,false,false,,false
00000002063,,,,,,false,false,,false
00000002064,,,,,,false,false,,false
00000002065,,,,,,false,false,,false
00000002066,,,,,,false,false,,false
00000002067,,,,,,false,false,,false
00000002068,,,,,,false,false,,false
00000002069,,,,,,false,false,,false
00000002070,,,,,,false,false,,false
00000002071,,,,,,false,false,,false
00000002072,,,,,,false,false,,false
00000002073,,,,,,false,false,,false
00000002074,,,,,,false,false,,false
00000002075,,,,,,false,false,,false
00000002076,,,,,,false,false,,false
00000002077,,,,,,false,false,,false
00000002078,,,,,,false,false,,false
00000002079,,,,,,false,false,,false
00000002080,,,,,,false,false,,false
00000002081,,,,,,false,false,,false
00000002082,,,,,,false,false,,false
00000002083,,,,,,false,false,,false
00000002084,,,,,,false,false,,false
00000002085,,,,,,false,false,,false
00000002086,,,,,,false,false,,false
00000002087,,,,,,false,false,,false
00000002088,,,,,,false,false,,false
00000002089,,,,,,false,false,,false
00000002090,,,,,,false,false,,false
00000002091,,,,,,false,false,,false
00000002092,,,,,,false,false,,false
00000002093,,,,,,false,false,,false
00000002094,,,,,,false,false,,false
00000002095,,,,,,false,false,,false
00000002096,,,,,,false,false,,false
00000002097,,,,,,false,false,,false
00000002098,,,,,,false,false,,false
00000002099,,,,,,false,false,,false
00000002100,,,,,,false,false,,false
00000002101,,,,,,false,false,,false
00000002102,,,,,,false,false,,false
00000002103,,,,,,false,false,,false
00000002104,,,,,,false,false,,false
00000002105,,,,,,false,false,,false
00000002106,,,,,,false,false,,false
00000002107,,,,,,false,false,,false
00000002108,,,,,,false,false,,false
00000002109,,,,,,false,false,,false
00000002110,,,,,,false,false,,false
00000002111,,,,,,false,false,,false
00000002112,,,,,,false,false,,false
00000002113,,,,,,false,false,,false
00000002114,,,,,,false,false,,false
00000002115,,,,,,false,false,,false
00000002116,,,,,,false,false,,false
00000002117,,,,,,false,false,,false
00000002118,,,,,,false,false,,false
00000002119,,,,,,false,false,,false
00000002120,,,,,,false,false,,false
00000002121,,,,,,false,false,,false
00000002122,,,,,,false,false,,false
00000002123,,,,,,false,false,,false
00000002124,,,,,,false,false,,false
00000002125,,,,,,false,false,,false
00000002126,,,,,,false,false,,false
00000002127,,,,,,false,false,,false
00000002128,,,,,,false,false,,false
00000002129,,,,,,false,false,,false
00000002130,,,,,,false,false,,false
00000002131,,,,,,false,false,,false
00000002132,,,,,,false,false,,false
00000002133,,,,,,false,false,,false
00000002134,,,,,,false,false,,false
00000002135,,,,,,false,false,,false
00000002136,,,,,,false,false,,false
00000002137,,,,,,false,false,,false
00000002138,,,,,,false,false,,false
00000002139,,,,,,false,false,,false
00000002140,,,,,,false,false,,false
00000002141,,,,,,false,false,,false
00000002142,,,,,,false,false,,false
00000002143,,,,,,false,false,,false
00000002144,,,,,,false,false,,false
00000002145,,,,,,false,false,,false
00000002146,,,,,,false,false,,false
00000002147,,,,,,false,false,,false
00000002148,,,,,,false,false,,false
00000002149,,,,,,false,false,,false
00000002150,,,,,,false,false,,false
00000002151,,,,,,false,false,,false
00000002152,,,,,,false,false,,false
00000002153,,,,,,false,false,,false
00000002154,,,,,,false,false,,false
00000002155,,,,,,false,false,,false
00000002156,,,,,,false,false,,false
00000002157,,,,,,false,false,,false
00000002158,,,,,,false,false,,false
00000002159,,,,,,false,false,,false
00000002160,,,,,,false,false,,false
00000002161,,,,,,false,false,,false
00000002162,,,,,,false,false,,false
00000002163,,,,,,false,false,,false
00000002164,,,,,,false,false,,false
00000002165,,,,,,false,false,,false
00000002166,,,,,,false,false,,false
00000002167,,,,,,false,false,,false
00000002168,,,,,,false,false,,false
00000002169,,,,,,false,false,,false
00000002170,,,,,,false,false,,false
00000002171,,,,,,false,false,,false
00000002172,,,,,,false,false,,false
00000002173,,,,,,false,false,,false
00000002174,,,,,,false,false,,false
00000002175,,,,,,false,false,,false
00000002176,,,,,,false,false,,false
00000002177,,,,,,false,false,,false
00000002178,,,,,,false,false,,false
00000002179,,,,,,false,false,,false
00000002180,,,,,,false,false,,false
00000002181,,,,,,false,false,,false
00000002182,,,,,,false,false,,false
00000002183,,,,,,false,false,,false
00000002184,,,,,,false,false,,false
00000002185,,,,,,false,false,,false
00000002186,,,,,,false,false,,false
00000002187,,,,,,false,false,,false
00000002188,,,,,,false,false,,false
00000002189,,,,,,false,false,,false
00000002190,,,,,,false,false,,false
00000002191,,,,,,false,false,,false
00000002192,,,,,,false,false,,false
00000002193,,,,,,false,false,,false
00000002194,,,,,,false,false,,false
00000002195,,,,,,false,false,,false
00000002196,,,,,,false,false,,false
00000002197,,,,,,false,false,,false
00000002198,,,,,,false,false,,false
00000002199,,,,,,false,false,,false
00000002200,,,,,,false,false,,false
00000002201,,,,,,false,false,,false
00000002202,,,,,,false,false,,false
00000002203,,,,,,false,false,,false
00000002204,,,,,,false,false,,false
00000002205,,,,,,false,false,,false
00000002206,,,,,,false,false,,false
00000002207,,,,,,false,false,,false
00000002208,,,,,,false,false,,false
00000002209,,,,,,false,false,,false
00000002210,,,,,,false,false,,false
00000002211,,,,,,false,false,,false
00000002212,,,,,,false,false,,false
00000002213,,,,,,false,false,,false
00000002214,,,,,,false,false,,false
00000002215,,,,,,false,false,,false
00000002216,,,,,,false,false,,false
00000002217,,,,,,false,false,,false
00000002218,,,,,,false,false,,false
00000002219,,,,,,false,false,,false
00000002220,,,,,,false,false,,false
00000002221,,,,,,false,false,,false
00000002222,,,,,,false,false,,false
00000002223,,,,,,false,false,,false
00000002224,,,,,,false,false,,false
00000002225,,,,,,false,false,,false
00000002226,,,,,,false,false,,false
00000002227,,,,,,false,false,,false
00000002228,,,,,,false,false,,false
00000002229,,,,,,false,false,,false
00000002230,,,,,,false,false,,false
00000002231,,,,,,false,false,,false
00000002232,,,,,,false,false,,false
00000002233,,,,,,false,false,,false
00000002234,,,,,,false,false,,false
00000002235,,,,,,false,false,,false
00000002236,,,,,,false,false,,false
00000002237,,,,,,false,false,,false
00000002238,,,,,,false,false,,false
00000002239,,,,,,false,false,,false
00000002240,,,,,,false,false,,false
00000002241,,,,,,false,false,,false
00000002242,,,,,,false,false,,false
00000002243,,,,,,false,false,,false
00000002244,,,,,,false,false,,false
00000002245,,,,,,false,false,,false
00000002246,,,,,,false,false,,false
00000002247,,,,,,false,false,,false
00000002248,,,,,,false,false,,false
00000002249,,,,,,false,false,,false
00000002250,,,,,,false,false,,false
00000002251,,,,,,false,false,,false
00000002252,,,,,,false,false,,false
00000002253,,,,,,false,false,,false
00000002254,,,,,,false,false,,false
00000002255,,,,,,false,false,,false
00000002256,,,,,,false,false,,false
00000002257,,,,,,false,false,,false
00000002258,,,,,,false,false,,false
00000002259,,,,,,false,false,,false
00000002260,,,,,,false,false,,false
00000002261,,,,,,false,false,,false
00000002262,,,,,,false,false,,false
00000002263,,,,,,false,false,,false
00000002264,,,,,,false,false,,false
00000002265,,,,,,false,false,,false
00000002266,,,,,,false,false,,false
00000002267,,,,,,false,false,,false
00000002268,,,,,,false,false,,false
00000002269,,,,,,false,false,,false
00000002270,,,,,,false,false,,false
00000002271,,,,,,false,false,,false
00000002272,,,,,,false,false,,false
00000002273,,,,,,false,false,,false
00000002274,,,,,,false,false,,false
00000002275,,,,,,false,false,,false
00000002276,,,,,,false,false,,false
00000002277,,,,,,false,false,,false
00000002278,,,,,,false,false,,false
00000002279,,,,,,false,false,,false
00000002280,,,,,,false,false,,false
00000002281,,,,,,false,false,,false
00000002282,,,,,,false,false,,false
00000002283,,,,,,false,false,,false
00000002284,,,,,,false,false,,false
00000002285,,,,,,false,false,,false
00000002286,,,,,,false,false,,false
00000002287,,,,,,false,false,,false
00000002288,,,,,,false,false,,false
00000002289,,,,,,false,false,,false
00000002290,,,,,,false,false,,false
00000002291,,,,,,false,false,,false
00000002292,,,,,,false,false,,false
00000002293,,,,,,false,false,,false
00000002294,,,,,,false,false,,false
00000002295,,,,,,false,false,,false
00000002296,,,,,,false,false,,false
00000002297,,,,,,false,false,,false
00000002298,,,,,,false,false,,false
00000002299,,,,,,false,false,,false
00000002300,,,,,,false,false,,false
00000002301,,,,,,false,false,,false
00000002302,,,,,,false,false,,false
00000002303,,,,,,false,false,,false
00000002304,,,,,,false,false,,false
00000002305,,,,,,false,false,,false
00000002306,,,,,,false,false,,false
00000002307,,,,,,false,false,,false
00000002308,,,,,,false,false,,false
00000002309,,,,,,false,false,,false
00000002310,,,,,,false,false,,false
00000002311,,,,,,false,false,,false
00000002312,,,,,,false,false,,false
00000002313,,,,,,false,false,,false
00000002314,,,,,,false,false,,false
00000002315,,,,,,false,false,,false
00000002316,,,,,,false,false,,false
00000002317,,,,,,false,false,,false
00000002318,,,,,,false,false,,false
00000002319,,,,,,false,false,,false
00000002320,,,,,,false,false,,false
00000002321,,,,,,false,false,,false
00000002322,,,,,,false,false,,false
00000002323,,,,,,false,false,,false
00000002324,,,,,,false,false,,false
00000002325,,,,,,false,false,,false
00000002326,,,,,,false,false,,false
00000002327,,,,,,false,false,,false
00000002328,,,,,,false,false,,false
00000002329,,,,,,false,false,,false
00000002330,,,,,,false,false,,false
00000002331,,,,,,false,false,,false
00000002332,,,,,,false,false,,false
00000002333,,,,,,false,false,,false
00000002334,,,,,,false,false,,false
00000002335,,,,,,false,false,,false
00000002336,,,,,,false,false,,false
00000002337,,,,,,false,false,,false
00000002338,,,,,,false,false,,false
00000002339,,,,,,false,false,,false
00000002340,,,,,,false,false,,false
00000002341,,,,,,false,false,,false
00000002342,,,,,,false,false,,false
00000002343,,,,,,false,false,,false
00000002344,,,,,,false,false,,false
00000002345,,,,,,false,false,,false
00000002346,,,,,,false,false,,false
00000002347,,,,,,false,false,,false
00000002348,,,,,,false,false,,false
00000002349,,,,,,false,false,,false
00000002350,,,,,,false,false,,false
00000002351,,,,,,false,false,,false
00000002352,,,,,,false,false,,false
00000002353,,,,,,false,false,,false
00000002354,,,,,,false,false,,false
00000002355,,,,,,false,false,,false
00000002356,,,,,,false,false,,false
00000002357,,,,,,false,false,,false
00000002358,,,,,,false,false,,false
00000002359,,,,,,false,false,,false
00000002360,,,,,,false,false,,false
00000002361,,,,,,false,false,,false
00000002362,,,,,,false,false,,false
00000002363,,,,,,false,false,,false
00000002364,,,,,,false,false,,false
00000002365,,,,,,false,false,,false
00000002366,,,,,,false,false,,false
00000002367,,,,,,false,false,,false
00000002368,,,,,,false,false,,false
00000002369,,,,,,false,false,,false
00000002370,,,,,,false,false,,false
00000002371,,,,,,false,false,,false
00000002372,,,,,,false,false,,false
00000002373,,,,,,false,false,,false
00000002374,,,,,,false,false,,false
00000002375,,,,,,false,false,,false
00000002376,,,,,,false,false,,false
00000002377,,,,,,false,false,,false
00000002378,,,,,,false,false,,false
00000002379,,,,,,false,false,,false
00000002380,,,,,,false,false,,false
00000002381,,,,,,false,false,,false
00000002382,,,,,,false,false,,false
00000002383,,,,,,false,false,,false
00000002384,,,,,,false,false,,false
00000002385,,,,,,false,false,,false
00000002386,,,,,,false,false,,false
00000002387,,,,,,false,false,,false
00000002388,,,,,,false,false,,false
00000002389,,,,,,false,false,,false
00000002390,,,,,,false,false,,false
00000002391,,,,,,false,false,,false
00000002392,,,,,,false,false,,false
00000002393,,,,,,false,false,,false
00000002394,,,,,,false,false,,false
00000002395,,,,,,false,false,,false
00000002396,,,,,,false,false,,false
00000002397,,,,,,false,false,,false
00000002398,,,,,,false,false,,false
00000002399,,,,,,false,false,,false
00000002400,,,,,,false,false,,false
00000002401,,,,,,false,false,,false
00000002402,,,,,,false,false,,false
00000002403,,,,,,false,false,,false
00000002404,,,,,,false,false,,false
00000002405,,,,,,false,false,,false
00000002406,,,,,,false,false,,false
00000002407,,,,,,false,false,,false
00000002408,,,,,,false,false,,false
